ID	Model_type	Model_number	Prediction_number	pdockq	ppv	pdockq2	pae	plddt	ptm	iptm	ranking_confidence	correct_result
6xqr	unrelaxed_multimer_v3	1	1	0.4489865958161592	0.88570037	[0.9301004208709049, 0.9305363575590817]	[0.9848177, 0.9848985]	[97.94333333333333, 97.95708333333333]	0.951600253806782	0.93542206	0.9386577010604288	1
6xqr	unrelaxed_multimer_v3	1	2	0.4513188161477637	0.88570037	[0.9369363781272475, 0.9372361990396684]	[0.98647404, 0.9864459]	[98.12166666666667, 98.13958333333335]	0.952527841197686	0.9371969	0.940263096544591	1
6xqr	unrelaxed_multimer_v3	1	3	0.4490647872762356	0.88570037	[0.9285730987145873, 0.9300840072858796]	[0.98426896, 0.98461676]	[97.92166666666667, 97.96250000000002]	0.9515283293216394	0.935059	0.9383528746503388	1
6xqr	unrelaxed_multimer_v3	1	4	0.4314826390994364	0.87822061	[0.9350225817300215, 0.9352406429438375]	[0.9860499, 0.98608893]	[98.0675, 98.07458333333334]	0.9523878201158584	0.93691826	0.9400121709567656	1
6xqr	unrelaxed_multimer_v3	1	5	0.4490771326851187	0.88570037	[0.929401592064235, 0.9292431269072187]	[0.9843914, 0.9842784]	[97.95083333333332, 97.95416666666665]	0.9516689534119328	0.9356408	0.9388464402185194	1
6xqr	unrelaxed_multimer_v3	2	1	0.4689340013348341	0.88570037	[0.944997679070068, 0.9454260054468578]	[0.988003, 0.9880444]	[98.37818181818183, 98.39590909090909]	0.9523079760299634	0.93745387	0.9404246880099478	1
6xqr	unrelaxed_multimer_v3	2	2	0.4780115628373733	0.8919553	[0.9439751671526401, 0.9470711356394534]	[0.98738307, 0.9882185]	[98.38782608695651, 98.4626086956522]	0.9529072356321928	0.93850785	0.9413877310772444	1
6xqr	unrelaxed_multimer_v3	2	3	0.4518595831520657	0.88570037	[0.9466839593654349, 0.9468091005220359]	[0.98835623, 0.988352]	[98.42909090909092, 98.43590909090908]	0.9527981579108497	0.9388216	0.9416169226130536	1
6xqr	unrelaxed_multimer_v3	2	4	0.4690453896931092	0.88570037	[0.946090123793587, 0.9462661516928312]	[0.98828894, 0.9882879]	[98.40545454545455, 98.41454545454548]	0.9523989647187432	0.9378288	0.9407428163202136	1
6xqr	unrelaxed_multimer_v3	2	5	0.4603397559287005	0.88570037	[0.9464881464790846, 0.9467296855314394]	[0.98833334, 0.98833406]	[98.42136363636364, 98.43363636363637]	0.9527875433984532	0.938164	0.941088705273929	1
6xqr	unrelaxed_multimer_v3	3	1	0.440753798911168	0.87822061	[0.940862070377555, 0.9411039774091056]	[0.9878185, 0.9878549]	[98.18636363636364, 98.195]	0.9503287989146104	0.93441373	0.937596744661462	1
6xqr	unrelaxed_multimer_v3	3	2	0.4502450724302634	0.88570037	[0.9418200874198934, 0.9420505178231019]	[0.9880052, 0.9880588]	[98.21636363636362, 98.22272727272725]	0.9503402283495272	0.93512565	0.9381685648502032	1
6xqr	unrelaxed_multimer_v3	3	3	0.4291877167214024	0.87822061	[0.9384450658563986, 0.9386160853094817]	[0.98735696, 0.98738897]	[98.11, 98.11545454545454]	0.9482714132990148	0.9308583	0.9343409338896612	1
6xqr	unrelaxed_multimer_v3	3	4	0.450286169545265	0.88570037	[0.9388264672698153, 0.9389549685077432]	[0.9871232, 0.9871382]	[98.15249999999999, 98.15749999999998]	0.9502096133203513	0.93594486	0.9387978068346026	1
6xqr	unrelaxed_multimer_v3	3	5	0.4417564277039629	0.87822061	[0.9383535947014797, 0.938577544468218]	[0.986883, 0.9869213]	[98.15249999999999, 98.16000000000001]	0.9510206570195914	0.9368243	0.9396635888013792	1
6xqr	unrelaxed_multimer_v3	4	1	0.4520107517039822	0.88570037	[0.9393645814703929, 0.9395710148511484]	[0.9869401, 0.9869655]	[98.19791666666667, 98.20583333333332]	0.9521970784127036	0.9368837	0.9399463660609588	1
6xqr	unrelaxed_multimer_v3	4	2	0.4517270463237393	0.88570037	[0.9384258648190343, 0.9385043521374532]	[0.98671025, 0.9866747]	[98.17333333333333, 98.18083333333334]	0.9521694543469456	0.9365342	0.9396612716219528	1
6xqr	unrelaxed_multimer_v3	4	3	0.4527099051027185	0.88570037	[0.9411137205873956, 0.9412838329202884]	[0.9872106, 0.9872219]	[98.25958333333335, 98.26708333333333]	0.9523032916911592	0.9360852	0.939328837659521	1
6xqr	unrelaxed_multimer_v3	4	4	0.4520573794019364	0.88570037	[0.9390922770553434, 0.939439523809245]	[0.9869776, 0.98699075]	[98.18041666666666, 98.19666666666666]	0.9521435944809602	0.9364449	0.9395846217587408	1
6xqr	unrelaxed_multimer_v3	4	5	0.4518164428650665	0.88570037	[0.9386024311716387, 0.938587784695727]	[0.9867957, 0.98680085]	[98.17375, 98.17250000000001]	0.9522362492905584	0.9364385	0.9395980505630678	1
6xqr	unrelaxed_multimer_v3	5	1	0.4699208466225054	0.88570037	[0.9437339040745399, 0.9439099444642486]	[0.9882378, 0.9882273]	[98.29045454545454, 98.30045454545453]	0.9512826834350826	0.9385717	0.9411138898974658	1
6xqr	unrelaxed_multimer_v3	5	2	0.4688403699520631	0.88570037	[0.9387556486824973, 0.9390633014008355]	[0.9871249, 0.98716813]	[98.14875, 98.16000000000001]	0.9503503038551668	0.9366311	0.939374927561805	1
6xqr	unrelaxed_multimer_v3	5	3	0.4520107517039822	0.88570037	[0.9392159138987842, 0.9395442234833078]	[0.9871242, 0.987178]	[98.17208333333332, 98.18333333333332]	0.9515486192068552	0.93910825	0.9415963258616348	1
6xqr	unrelaxed_multimer_v3	5	4	0.4518591945103143	0.88570037	[0.9411947879801756, 0.941795666396149]	[0.9877549, 0.9878099]	[98.20954545454543, 98.23454545454545]	0.9511013916330786	0.9380657	0.9406728444734664	1
