ID	Model_type	Model_number	Prediction_number	pdockq	ppv	pdockq2	pae	plddt	ptm	iptm	ranking_confidence	correct_result
6xqr	unrelaxed_multimer_v3	1	1	0.4494658193212524	0.88570037	[0.9330157690827441, 0.9334070100816982]	[0.9857405, 0.98575765]	[97.99749999999999, 98.01541666666667]	0.9509598496556838	0.93484473	0.9380677557587735	1
6xqr	unrelaxed_multimer_v3	1	2	0.4490526582911149	0.88570037	[0.9325317718712429, 0.932779435014038]	[0.98559284, 0.98565483]	[97.98791666666666, 97.99416666666667]	0.950680983828778	0.934246	0.9375329996679772	1
6xqr	unrelaxed_multimer_v3	1	3	0.450089102584322	0.88570037	[0.9359985173576465, 0.9363699392562068]	[0.9864054, 0.9864468]	[98.08125, 98.09583333333335]	0.9515127943725326	0.9357865	0.9389317474121044	1
6xqr	unrelaxed_multimer_v3	1	4	0.449352803318637	0.88570037	[0.9350913195013761, 0.9350928601546481]	[0.98630255, 0.9862363]	[98.04583333333333, 98.05250000000001]	0.9503603278174454	0.93406844	0.937326818676282	1
6xqr	unrelaxed_multimer_v3	1	5	0.4497307671984743	0.88570037	[0.9339365981438037, 0.9339522616385441]	[0.98589087, 0.98581916]	[98.02875, 98.03666666666668]	0.9512639762486108	0.9350937	0.9383277559583404	1
6xqr	unrelaxed_multimer_v3	2	1	0.459321534326878	0.88570037	[0.9443591601582548, 0.944483450387415]	[0.98786336, 0.98790413]	[98.35954545454547, 98.36181818181818]	0.95137897742581	0.9363073	0.9393216443315976	1
6xqr	unrelaxed_multimer_v3	2	2	0.4687355464323769	0.88570037	[0.9458200467353565, 0.9459390370007522]	[0.98819155, 0.9881704]	[98.40136363636366, 98.40954545454547]	0.9521559491314182	0.93851423	0.941242575934682	1
6xqr	unrelaxed_multimer_v3	2	3	0.4505685144669125	0.88570037	[0.9444091151001229, 0.9444558859260799]	[0.98789805, 0.98787177]	[98.35863636363636, 98.36363636363635]	0.9518858889136524	0.9375137	0.9403881450373692	1
6xqr	unrelaxed_multimer_v3	2	4	0.467083049042295	0.88570037	[0.9441342381445771, 0.9445214472244423]	[0.9879492, 0.9879829]	[98.33954545454547, 98.3559090909091]	0.9509647080449362	0.93628633	0.939222005787454	1
6xqr	unrelaxed_multimer_v3	2	5	0.4683140769637122	0.88570037	[0.9459451755670611, 0.9460650459930825]	[0.98831505, 0.9882898]	[98.39545454545454, 98.4040909090909]	0.9520094874501568	0.9379945	0.9407974815964768	1
6xqr	unrelaxed_multimer_v3	3	1	0.4310942411563589	0.87822061	[0.9377813115076494, 0.938412525647101]	[0.9869277, 0.9870386]	[98.11916666666666, 98.13999999999999]	0.949160302374299	0.9339271	0.9369737554974428	1
6xqr	unrelaxed_multimer_v3	3	2	0.4484559741257058	0.88570037	[0.9322238907089333, 0.9357233477172127]	[0.98567915, 0.9864798]	[97.96391304347824, 98.06000000000003]	0.9478260232094102	0.9317237	0.9349441757417356	1
6xqr	unrelaxed_multimer_v3	3	3	0.429423600453148	0.87822061	[0.9350171151269312, 0.9352009145307548]	[0.9864369, 0.9864712]	[98.02875, 98.03458333333333]	0.9487567162710168	0.93311834	0.9362460179368206	1
6xqr	unrelaxed_multimer_v3	3	4	0.4290014626473045	0.87822061	[0.9327196654712344, 0.9336704092258367]	[0.9858133, 0.9860792]	[97.97541666666666, 97.99666666666667]	0.9483981492627944	0.9315679	0.9349339557192582	1
6xqr	unrelaxed_multimer_v3	3	5	0.4299448756363276	0.87822061	[0.9357208006870618, 0.9360940173857535]	[0.9865875, 0.9866088]	[98.04916666666668, 98.06583333333333]	0.9488282656621754	0.93312085	0.9362623305311168	1
6xqr	unrelaxed_multimer_v3	4	1	0.452752612882215	0.88570037	[0.9407212902557363, 0.9408075132492626]	[0.9872284, 0.9872095]	[98.23791666666666, 98.24416666666667]	0.9521732712427432	0.9376999	0.94059458543141	1
6xqr	unrelaxed_multimer_v3	4	2	0.4522127870736829	0.88570037	[0.9389215417099043, 0.9392463841037479]	[0.9868531, 0.98688]	[98.18416666666667, 98.19791666666667]	0.9515289789878394	0.9368639	0.9397969151823335	1
6xqr	unrelaxed_multimer_v3	4	3	0.4525507029878221	0.88570037	[0.9401878526793563, 0.9403877895918]	[0.9870741, 0.9871214]	[98.22625000000001, 98.23166666666667]	0.9517383703492124	0.93720365	0.940110590634784	1
6xqr	unrelaxed_multimer_v3	4	4	0.4521389718820815	0.88570037	[0.9397488537329357, 0.9398066173534678]	[0.9870978, 0.98706436]	[98.20166666666667, 98.20791666666666]	0.9517645832017212	0.937241	0.940145730895105	1
